order_item_id,order_id,product_id,quantity,discount
3808,1274,94,2,0.19
3809,1274,72,3,0.21
3810,1275,71,3,0.05
3811,1275,75,3,0.05
3812,1275,45,2,0.21
3813,1276,13,4,0.03
3814,1276,65,3,0.15
3815,1276,79,1,0.13
3816,1277,44,1,0.16
3817,1278,47,3,0.18
3818,1279,58,4,0.09
3819,1279,61,2,0.23
3820,1279,82,2,0.11
3821,1280,39,4,0.26
3822,1280,94,3,0.03
3823,1281,16,3,0.17
3824,1281,90,5,0.14
3825,1281,34,3,0.25
3826,1281,78,2,0.01
3827,1282,63,5,0.16
3828,1282,29,2,0.04
3829,1283,54,1,0.26
3830,1283,9,2,0.07
3831,1284,77,2,0.13
3832,1284,5,5,0.14
3833,1284,69,2,0.24
3834,1284,72,1,0.11
3835,1284,23,4,0.16
3836,1285,2,3,0.25
3837,1285,56,2,0.09
3838,1286,41,2,0.04
3839,1287,53,3,0.25
3840,1287,28,3,0.22
3841,1287,62,5,0.02
3842,1288,73,1,0.11
3843,1288,88,4,0.06
3844,1288,36,4,0.15
3845,1288,95,4,0.13
3846,1288,49,2,0.18
3847,1289,76,1,0.3
3848,1289,29,2,0.24
3849,1289,18,5,0.18
3850,1289,33,4,0.19
3851,1290,34,3,0.02
3852,1290,76,5,0.18
3853,1290,4,1,0.03
3854,1290,69,5,0.17
3855,1291,30,5,0.01
3856,1291,30,3,0.05
3857,1291,91,1,0.16
3858,1291,53,5,0.09
3859,1292,22,3,0.12
3860,1292,95,5,0.23
3861,1292,39,5,0.23
3862,1293,93,4,0.17
3863,1293,57,2,0.17
3864,1293,48,4,0.1
3865,1293,91,5,0.1
3866,1293,67,2,0.28
3867,1294,76,1,0.05
3868,1295,57,5,0.14
3869,1296,78,1,0.25
3870,1296,39,5,0.16
3871,1296,82,5,0.27
3872,1296,58,1,0.14
3873,1296,43,5,0.16
3874,1297,43,1,0.24
3875,1297,27,4,0.15
3876,1297,21,5,0.3
3877,1298,14,1,0.05
3878,1298,28,1,0.06
3879,1298,65,3,0.23
3880,1298,69,1,0.23
3881,1298,74,2,0.18
3882,1299,69,1,0.08
3883,1299,44,5,0
3884,1299,3,5,0.2
3885,1299,93,5,0.19
3886,1300,14,4,0.14
3887,1300,7,3,0.09
3888,1301,55,4,0.18
3889,1301,29,3,0.03
3890,1301,85,3,0.22
3891,1301,69,1,0.23
3892,1301,60,1,0.23
3893,1302,25,2,0.2
3894,1302,3,1,0.04
3895,1302,31,5,0.02
3896,1303,69,2,0.26
3897,1303,61,3,0.04
3898,1304,45,1,0.07
3899,1304,55,1,0.17
3900,1304,89,5,0.1
3901,1305,13,5,0.22
3902,1305,6,3,0.1
3903,1305,18,3,0.06
3904,1305,60,2,0.12
3905,1305,44,5,0.15
3906,1306,97,4,0.04
3907,1306,57,1,0.07
3908,1306,45,5,0.22
3909,1306,52,5,0.07
3910,1307,31,5,0.02
3911,1307,1,3,0.16
3912,1307,97,4,0.03
3913,1308,58,2,0.03
3914,1308,43,4,0.25
3915,1308,31,5,0.15
3916,1309,46,3,0.24
3917,1309,15,1,0.11
3918,1310,51,5,0.01
3919,1310,18,5,0.27
3920,1311,63,2,0.14
3921,1311,21,5,0.18
3922,1311,99,4,0.12
3923,1311,44,2,0.09
3924,1312,11,4,0.24
3925,1312,33,1,0.25
3926,1312,88,4,0.02
3927,1312,14,5,0.3
3928,1312,60,3,0.19
3929,1313,43,5,0.26
3930,1313,82,3,0.12
3931,1314,6,3,0.29
3932,1314,5,2,0.2
3933,1314,70,1,0.04
3934,1315,2,3,0.04
3935,1315,54,2,0.13
3936,1316,14,3,0.19
3937,1316,87,3,0.14
3938,1316,68,5,0.07
3939,1316,41,2,0.28
3940,1316,74,4,0.17
3941,1317,54,4,0.12
3942,1318,81,1,0.17
3943,1318,23,5,0.16
3944,1318,36,5,0.15
3945,1318,98,3,0.26
3946,1318,97,3,0.03
3947,1319,99,3,0.16
3948,1319,59,2,0.25
3949,1320,59,3,0.27
3950,1321,83,4,0.24
3951,1322,16,1,0.23
3952,1322,35,1,0.06
3953,1322,27,5,0.15
3954,1322,67,1,0.15
3955,1322,27,5,0.14
3956,1323,66,2,0.22
3957,1323,28,4,0.09
3958,1323,61,4,0
3959,1324,13,2,0.22
3960,1324,78,1,0.19
3961,1324,15,3,0.06
3962,1325,3,2,0.16
3963,1325,51,2,0.1
3964,1325,22,1,0.28
3965,1325,9,2,0.26
3966,1326,11,5,0.01
3967,1326,84,3,0.14
3968,1327,1,3,0.23
3969,1327,9,1,0.02
3970,1328,89,5,0.25
3971,1328,35,1,0.17
3972,1328,21,3,0.11
3973,1328,100,2,0.25
3974,1329,8,5,0.14
3975,1330,40,1,0.29
3976,1330,19,2,0.23
3977,1330,70,4,0.01
3978,1330,94,5,0.14
3979,1330,96,4,0.29
3980,1331,53,2,0.05
3981,1331,48,1,0.3
3982,1331,39,2,0.06
3983,1331,2,3,0.25
3984,1331,89,2,0.05
3985,1332,14,5,0.25
3986,1333,5,2,0.09
3987,1334,56,1,0.21
3988,1334,28,1,0.14
3989,1334,20,5,0.12
3990,1334,89,2,0.02
3991,1334,20,1,0.01
3992,1335,100,2,0.12
3993,1335,54,2,0.02
3994,1335,47,2,0.12
3995,1336,75,1,0
3996,1336,60,4,0.18
3997,1336,4,1,0.03
3998,1336,32,2,0.1
3999,1336,73,1,0.01
4000,1337,28,5,0.14
4001,1337,25,1,0.2
4002,1337,22,2,0.03
4003,1337,27,5,0.24
4004,1338,6,5,0.14
4005,1338,10,4,0.15
4006,1338,24,1,0.01
4007,1338,33,3,0.26
4008,1338,91,3,0.22
4009,1339,64,1,0.17
4010,1340,9,4,0.25
4011,1340,59,3,0.09
4012,1340,53,1,0.29
4013,1340,19,2,0.23
4014,1340,38,2,0.06
4015,1341,12,4,0
4016,1341,44,2,0.06
4017,1342,35,1,0.04
4018,1342,94,1,0.18
4019,1342,40,4,0.24
4020,1342,61,2,0.11
4021,1342,3,2,0.2
4022,1343,83,3,0.09
4023,1343,29,2,0.14
4024,1343,11,4,0.18
4025,1343,39,5,0.01
4026,1344,35,3,0.25
4027,1344,46,5,0.16
4028,1345,49,1,0.04
4029,1346,74,1,0.1
4030,1347,75,1,0.05
4031,1347,56,5,0.26
4032,1347,97,3,0.22
4033,1347,69,4,0.08
4034,1347,72,4,0.24
4035,1348,87,4,0.04
4036,1348,60,4,0.3
4037,1348,2,5,0.16
4038,1348,40,4,0.08
4039,1348,66,2,0.13
4040,1349,12,5,0.03
4041,1349,5,4,0.09
4042,1349,73,2,0.03
4043,1349,39,1,0.02
4044,1349,74,5,0.28
4045,1350,51,5,0.29
4046,1350,81,2,0.25
4047,1351,30,3,0.16
4048,1351,66,4,0.08
4049,1351,6,5,0.05
4050,1352,74,5,0.12
4051,1352,36,4,0.06
4052,1353,22,1,0.3
4053,1354,96,4,0.21
4054,1354,96,2,0.26
4055,1355,43,1,0.26
4056,1355,98,2,0
4057,1355,3,1,0.16
4058,1356,32,3,0.22
4059,1356,52,4,0.07
4060,1356,15,5,0
4061,1356,67,5,0.17
4062,1357,12,1,0.08
4063,1357,52,1,0.01
4064,1357,12,4,0.17
4065,1357,95,2,0.25
4066,1357,18,4,0.06
4067,1358,95,5,0.2
4068,1358,99,5,0.22
4069,1358,95,5,0.01
4070,1358,2,5,0.24
4071,1359,39,5,0.3
4072,1359,11,5,0.13
4073,1359,34,4,0.07
4074,1360,3,5,0.24
4075,1361,66,3,0.21
4076,1361,32,4,0.04
4077,1361,13,2,0.29
4078,1361,11,1,0.16
4079,1361,11,3,0.03
4080,1362,72,3,0.21
4081,1362,43,5,0.04
4082,1362,74,3,0.05
4083,1362,3,2,0.19
4084,1362,86,1,0.02
4085,1363,42,2,0.08
4086,1363,53,1,0.13
4087,1364,74,5,0.18
4088,1364,37,5,0.27
4089,1364,35,4,0.13
4090,1364,19,1,0.03
4091,1365,18,3,0.26
4092,1365,93,1,0.24
4093,1365,91,5,0.27
4094,1365,89,5,0.05
4095,1365,18,2,0.15
4096,1366,99,3,0.29
4097,1366,20,4,0.04
4098,1366,68,3,0.15
4099,1366,9,4,0.08
4100,1366,42,2,0.14
4101,1367,82,2,0.12
4102,1367,21,2,0.1
4103,1367,59,1,0
4104,1368,21,5,0.03
4105,1369,18,5,0.21
4106,1369,14,5,0.03
4107,1369,54,1,0.19
4108,1369,81,3,0.1
4109,1369,3,3,0.2
4110,1370,15,1,0.02
4111,1370,78,2,0.07
4112,1370,34,4,0.12
4113,1370,7,1,0.04
4114,1371,67,2,0.14
4115,1371,4,1,0.22
4116,1372,26,2,0.17
4117,1372,81,4,0.02
4118,1373,17,1,0.2
4119,1374,69,3,0
4120,1374,95,4,0.13
4121,1374,42,2,0.29
4122,1375,40,4,0.22
4123,1375,40,2,0.27
4124,1375,57,4,0.3
4125,1376,50,1,0.03
4126,1376,12,3,0.07
4127,1376,47,4,0.22
4128,1377,94,3,0.15
4129,1377,20,3,0.07
4130,1378,54,1,0.15
4131,1378,53,5,0.05
4132,1378,41,1,0.22
4133,1378,17,4,0.2
4134,1378,24,4,0.14
4135,1379,66,4,0.25
4136,1380,45,4,0.29
4137,1380,17,3,0.3
4138,1380,80,4,0.27
4139,1380,53,5,0.13
4140,1381,80,3,0.14
4141,1381,11,2,0.17
4142,1381,82,2,0.11
4143,1382,53,1,0.24
4144,1383,65,5,0.15
4145,1383,39,2,0.04
4146,1383,41,3,0.24
4147,1384,7,3,0.22
4148,1384,95,4,0.16
4149,1384,15,2,0.03
4150,1385,33,5,0.22
4151,1385,46,2,0.11
4152,1385,74,2,0.01
4153,1385,52,3,0.24
4154,1386,99,1,0.03
4155,1387,64,2,0.16
4156,1387,11,5,0.04
4157,1387,32,1,0.26
4158,1387,55,2,0.09
4159,1387,44,5,0.24
4160,1388,65,2,0.22
4161,1388,68,5,0.08
4162,1388,54,5,0.01
4163,1388,52,4,0.08
4164,1388,100,1,0.1
4165,1389,13,1,0.05
4166,1390,48,3,0.06
4167,1390,96,3,0.02
4168,1391,32,1,0.04
4169,1391,52,1,0.09
4170,1392,55,1,0.25
4171,1392,31,4,0.04
4172,1392,92,5,0.12
4173,1392,8,2,0.05
4174,1392,90,2,0.03
4175,1393,71,5,0.19
4176,1393,7,1,0.03
4177,1393,36,1,0.28
4178,1393,27,3,0.28
4179,1394,15,2,0.03
4180,1394,89,4,0.22
4181,1394,76,4,0.23
4182,1394,72,4,0.01
4183,1395,81,4,0.27
4184,1396,98,3,0.21
4185,1396,79,1,0.22
4186,1397,13,5,0.19
4187,1397,82,4,0.25
4188,1397,43,3,0.28
4189,1398,10,2,0.29
4190,1399,29,3,0.16
4191,1399,91,1,0.01
4192,1399,22,5,0.16
4193,1400,67,1,0.14
4194,1400,100,4,0.18
4195,1400,8,2,0.14
4196,1400,54,1,0.13
4197,1401,89,5,0.03
4198,1401,79,4,0.29
4199,1401,20,2,0.27
4200,1401,87,5,0.26
4201,1401,76,4,0.08
4202,1402,100,1,0.16
4203,1402,63,3,0.25
4204,1402,6,4,0.26
4205,1402,72,1,0.27
4206,1403,24,3,0.16
4207,1404,47,3,0.14
4208,1404,65,1,0
4209,1404,84,3,0.2
4210,1404,38,2,0.24
4211,1404,18,2,0.26
4212,1405,21,1,0.12
4213,1405,5,4,0.18
4214,1406,71,3,0.25
4215,1406,34,4,0.2
4216,1406,3,4,0.24
4217,1406,88,3,0.02
4218,1407,89,1,0.07
4219,1407,47,2,0.03
4220,1407,8,1,0.25
4221,1407,39,2,0.12
4222,1407,1,4,0.28
4223,1408,26,3,0.01
4224,1408,84,5,0.23
4225,1409,37,2,0.21
4226,1409,89,1,0.19
4227,1410,74,2,0.09
4228,1410,38,5,0.02
4229,1411,2,3,0.27
4230,1412,77,1,0.24
4231,1412,41,2,0.01
4232,1412,13,3,0.27
4233,1412,49,4,0.22
4234,1413,50,3,0.12
4235,1413,32,2,0.2
4236,1413,79,3,0.07
4237,1413,71,1,0.03
4238,1413,42,1,0.25
4239,1414,64,4,0.08
4240,1414,20,4,0.15
4241,1414,75,4,0.26
4242,1415,41,4,0.07
4243,1416,42,1,0.04
4244,1416,99,1,0.27
4245,1416,64,3,0.24
4246,1417,30,5,0.11
4247,1417,73,4,0.15
4248,1418,47,3,0.05
4249,1418,82,1,0.23
4250,1418,77,4,0.05
4251,1419,3,2,0.09
4252,1419,38,4,0.23
4253,1419,48,3,0.13
4254,1419,60,4,0.04
4255,1420,9,4,0.03
4256,1420,59,2,0.02
4257,1420,65,4,0.04
4258,1421,34,4,0.16
4259,1421,83,2,0.14
4260,1421,93,1,0.06
4261,1421,63,3,0.09
4262,1422,68,1,0.23
4263,1422,57,3,0.25
4264,1423,65,3,0.21
4265,1423,86,2,0.11
4266,1423,21,5,0.05
4267,1424,99,4,0.21
4268,1424,52,2,0.27
4269,1424,24,5,0.15
4270,1425,6,4,0.12
4271,1425,33,2,0
4272,1425,84,4,0.2
4273,1426,62,1,0.26
4274,1426,91,2,0.28
4275,1427,94,5,0.29
4276,1427,52,4,0.13
4277,1428,46,5,0.04
4278,1428,68,4,0.22
4279,1429,78,1,0.12
4280,1429,86,1,0.24
4281,1429,67,5,0.3
4282,1429,76,2,0.05
4283,1430,100,3,0.23
4284,1430,34,1,0.1
4285,1430,4,5,0.28
4286,1431,99,2,0.14
4287,1431,74,4,0.22
4288,1431,42,5,0.26
4289,1431,55,3,0.23
4290,1431,41,2,0.2
4291,1432,53,4,0.02
4292,1432,61,5,0.18
4293,1432,60,4,0.21
4294,1433,33,2,0.13
4295,1433,10,5,0.21
4296,1433,4,2,0.25
4297,1434,34,2,0.25
4298,1434,62,2,0.26
4299,1434,96,2,0.14
4300,1434,27,2,0.02
4301,1434,23,2,0.28
4302,1435,62,1,0.03
4303,1435,10,4,0.25
4304,1436,55,5,0.04
4305,1436,63,1,0.13
4306,1436,8,3,0.05
4307,1436,70,3,0.03
4308,1437,71,4,0.17
4309,1437,30,1,0.11
4310,1437,14,4,0.29
4311,1438,27,5,0.26
4312,1439,24,1,0.27
4313,1439,96,4,0.3
4314,1440,71,1,0.03
4315,1440,35,2,0.2
4316,1440,35,4,0.25
4317,1440,8,4,0.16
4318,1440,10,4,0.14
4319,1441,28,1,0.12
4320,1442,58,1,0.27
4321,1442,88,1,0.28
4322,1443,75,2,0.06
4323,1443,53,4,0.06
4324,1443,36,4,0.17
4325,1444,57,2,0.17
4326,1445,56,2,0.27
4327,1445,1,5,0.07
4328,1445,73,1,0.22
4329,1445,97,3,0.08
4330,1446,45,5,0.22
4331,1446,71,3,0.03
4332,1447,29,5,0.07
4333,1447,60,2,0.3
4334,1447,64,2,0.16
4335,1447,12,2,0.27
4336,1447,16,4,0.07
4337,1448,39,5,0.25
4338,1449,17,4,0.22
4339,1450,51,3,0.25
4340,1450,59,2,0.17
4341,1450,39,3,0.29
4342,1450,76,4,0.08
4343,1451,48,1,0.14
4344,1451,1,5,0.26
4345,1451,56,3,0.24
4346,1451,54,4,0.3
4347,1451,97,4,0.25
4348,1452,22,1,0.16
4349,1453,73,2,0.18
4350,1454,24,1,0.27
4351,1454,100,3,0.26
4352,1455,80,1,0.08
4353,1455,70,5,0.27
4354,1456,29,2,0.27
4355,1456,45,2,0.07
4356,1456,23,1,0.29
4357,1456,32,3,0.02
4358,1456,20,3,0.27
4359,1457,45,1,0.03
4360,1457,94,2,0.3
4361,1457,37,3,0.24
4362,1458,29,4,0.17
4363,1459,72,3,0.21
4364,1459,27,5,0.06
4365,1459,100,2,0.06
4366,1459,21,3,0.25
4367,1459,51,2,0.18
4368,1460,1,5,0.01
4369,1460,73,5,0.3
4370,1461,16,2,0.25
4371,1461,35,3,0.03
4372,1462,8,4,0.23
4373,1462,97,5,0.12
4374,1462,79,5,0.18
4375,1462,8,1,0.04
4376,1462,64,4,0.06
4377,1463,59,3,0.18
4378,1463,36,2,0.02
4379,1463,2,4,0.05
4380,1463,100,3,0.19
4381,1464,27,4,0.1
4382,1464,13,5,0.04
4383,1464,51,4,0.02
4384,1464,30,1,0.14
4385,1464,30,4,0.04
4386,1465,36,4,0.1
4387,1465,86,5,0.19
4388,1465,52,3,0.11
4389,1465,19,1,0.27
4390,1466,16,4,0.24
4391,1466,30,1,0
4392,1466,76,2,0.2
4393,1466,69,3,0.09
4394,1467,35,1,0.06
4395,1467,91,1,0.02
4396,1468,43,3,0
4397,1468,13,3,0.06
4398,1469,13,5,0.19
4399,1469,39,2,0.2
4400,1470,67,4,0.15
4401,1471,60,2,0.08
4402,1471,78,2,0.11
4403,1471,95,3,0.26
4404,1471,20,1,0.15
4405,1471,31,3,0.19
4406,1472,90,5,0.24
4407,1472,76,2,0.22
4408,1472,1,3,0.23
4409,1473,64,1,0.13
4410,1473,82,4,0.25
4411,1473,26,2,0.26
4412,1473,97,2,0.18
4413,1474,56,3,0.03
4414,1474,80,1,0.05
4415,1474,60,5,0.2
4416,1474,56,3,0.02
4417,1474,67,3,0.19
4418,1475,95,5,0.16
4419,1475,95,5,0.05
4420,1475,100,3,0.21
4421,1476,18,4,0.24
4422,1476,3,5,0.08
4423,1476,62,2,0.2
4424,1476,100,2,0.11
4425,1477,100,3,0.22
4426,1477,11,5,0.12
4427,1478,21,2,0.06
4428,1478,45,1,0.23
4429,1478,69,2,0.11
4430,1478,85,4,0.05
4431,1478,39,4,0.05
4432,1479,25,5,0.23
4433,1479,24,1,0.03
4434,1479,22,2,0.07
4435,1479,36,1,0.09
4436,1480,23,5,0
4437,1480,2,5,0.21
4438,1480,54,4,0.05
4439,1480,89,4,0.01
4440,1480,53,4,0
4441,1481,7,5,0.11
4442,1481,25,2,0.02
4443,1481,37,1,0.01
4444,1482,79,1,0.01
4445,1482,98,1,0.17
4446,1483,48,2,0.16
4447,1483,23,2,0.05
4448,1484,12,1,0.28
4449,1484,29,4,0.26
4450,1484,89,1,0.13
4451,1484,3,5,0.04
4452,1485,85,1,0.1
4453,1485,36,4,0.03
4454,1485,88,4,0.25
4455,1485,8,4,0.29
4456,1486,51,3,0.07
4457,1486,68,3,0
4458,1487,42,2,0.14
4459,1487,26,3,0.13
4460,1487,57,4,0.2
4461,1487,29,1,0.06
4462,1487,26,4,0.03
4463,1488,34,3,0.21
4464,1488,56,3,0.04
4465,1488,26,1,0.12
4466,1488,36,3,0.03
4467,1488,96,2,0.14
4468,1489,61,4,0.16
4469,1489,62,4,0.27
4470,1489,97,1,0.13
4471,1489,89,2,0.24
4472,1490,38,2,0.19
4473,1490,6,3,0.26
4474,1490,9,4,0.1
4475,1490,44,1,0.15
4476,1490,57,1,0.3
4477,1491,80,5,0.17
4478,1491,23,3,0.21
4479,1491,6,2,0.09
4480,1491,29,4,0.09
4481,1492,10,4,0.05
4482,1492,35,3,0.13
4483,1492,43,2,0.15
4484,1493,74,3,0.13
4485,1493,98,1,0.05
4486,1493,38,5,0.11
4487,1493,29,4,0.25
4488,1494,54,5,0.17
4489,1494,36,4,0.05
4490,1495,56,3,0.02
4491,1495,2,1,0.18
4492,1495,30,5,0.26
4493,1495,81,3,0.14
4494,1495,35,2,0.03
4495,1496,31,3,0.23
4496,1496,78,1,0.25
4497,1496,5,5,0.23
4498,1497,69,1,0.08
4499,1497,55,1,0.09
4500,1497,83,4,0.22
4501,1497,38,2,0.14
4502,1498,34,3,0.06
4503,1498,7,4,0.22
4504,1498,11,5,0.23
4505,1498,84,3,0.26
4506,1498,33,4,0.25
4507,1499,87,4,0.23
4508,1499,52,5,0.28
4509,1500,48,3,0.26
4510,1501,67,3,0.24
4511,1502,74,1,0.28
4512,1502,20,4,0.14
4513,1502,90,2,0.17
4514,1502,15,1,0.23
4515,1502,40,3,0.01
4516,1503,84,5,0.12
4517,1503,38,2,0.11
4518,1503,97,4,0.01
4519,1503,5,2,0.21
4520,1504,35,4,0.18
4521,1504,32,2,0.01
4522,1504,62,4,0.2
4523,1504,3,4,0.14
4524,1505,71,2,0.05
4525,1506,54,4,0.27
4526,1506,61,5,0.19
4527,1507,79,1,0.23
4528,1508,66,5,0.13
4529,1508,28,5,0.23
4530,1508,87,5,0.24
4531,1508,6,4,0.14
4532,1509,74,4,0.06
4533,1509,88,2,0.21
4534,1510,65,4,0.3
4535,1510,4,3,0.24
4536,1510,82,3,0.25
4537,1510,86,3,0.17
4538,1510,18,1,0.21
4539,1511,34,5,0.13
4540,1512,70,4,0.2
4541,1513,4,4,0.12
4542,1513,24,1,0.23
4543,1513,52,2,0.17
4544,1513,87,1,0.14
4545,1514,75,2,0.23
4546,1514,66,5,0.02
4547,1514,73,5,0.28
4548,1514,63,1,0.17
4549,1514,54,3,0.29
4550,1515,99,2,0.14
4551,1515,59,1,0.16
4552,1516,79,3,0.05
4553,1516,76,3,0.05
4554,1516,27,5,0.16
4555,1517,12,2,0.29
4556,1517,39,5,0.21
4557,1518,37,3,0.23
4558,1519,54,4,0.01
4559,1519,49,5,0.05
4560,1519,79,3,0.25
4561,1519,57,2,0
4562,1519,34,5,0.16
4563,1520,30,5,0.27
4564,1520,96,3,0.2
4565,1520,32,1,0.21
4566,1521,60,5,0.03
4567,1522,65,1,0.12
4568,1522,49,3,0.2
4569,1522,87,1,0.1
4570,1522,83,5,0.17
4571,1523,14,4,0.2
4572,1524,99,5,0.28
4573,1524,85,2,0.27
4574,1524,84,5,0.03
4575,1525,26,4,0.23
4576,1526,61,1,0.28
4577,1527,53,3,0.01
4578,1527,7,2,0.01
4579,1528,5,5,0.19
4580,1528,9,4,0.05
4581,1528,20,5,0.05
4582,1528,54,5,0.05
4583,1528,99,3,0.25
4584,1529,42,1,0.2
4585,1529,3,4,0.04
4586,1529,65,5,0.29
4587,1529,73,2,0.19
4588,1529,60,3,0.03
4589,1530,70,1,0.13
4590,1530,76,1,0.22
4591,1530,50,1,0.05
4592,1530,61,4,0.12
4593,1531,72,1,0.16
4594,1532,31,5,0.04
4595,1533,82,2,0.3
4596,1534,25,3,0.08
4597,1534,28,3,0.24
4598,1534,49,2,0.19
4599,1534,43,5,0.2
4600,1535,1,1,0.05
4601,1535,95,3,0.24
4602,1535,85,2,0.09
4603,1535,85,3,0.06
4604,1536,3,5,0.03
4605,1536,20,2,0.14
4606,1536,32,1,0.05
4607,1536,35,5,0.14
4608,1536,91,1,0.07
4609,1537,84,4,0
4610,1537,97,3,0.07
4611,1537,41,2,0.25
4612,1537,89,3,0.01
4613,1538,29,4,0.08
4614,1538,97,1,0.21
4615,1538,57,3,0.23
4616,1539,87,1,0.29
4617,1539,52,3,0.25
4618,1539,66,5,0.04
4619,1540,92,5,0.14
4620,1540,64,2,0.16
4621,1540,36,4,0.12
4622,1541,17,2,0.13
4623,1541,49,4,0.24
4624,1542,100,5,0.29
4625,1542,53,3,0.18
4626,1542,17,3,0.17
4627,1542,73,4,0.29
4628,1542,86,2,0.04
4629,1543,33,2,0.18
4630,1544,24,2,0.29
4631,1544,73,5,0.04
4632,1544,50,4,0.12
4633,1544,59,5,0.18
4634,1545,25,3,0.11
4635,1545,76,5,0.2
4636,1546,76,5,0.24
4637,1546,94,5,0.07
4638,1547,97,5,0.22
4639,1547,52,5,0.15
4640,1547,91,4,0.14
4641,1548,48,4,0
4642,1548,16,2,0.08
4643,1549,7,5,0.28
4644,1549,33,5,0.24
4645,1550,42,2,0.18
4646,1551,98,5,0.03
4647,1551,17,4,0
4648,1552,9,3,0.09
4649,1553,52,2,0.25
4650,1553,93,1,0.29
4651,1553,40,2,0.26
4652,1553,37,5,0.02
4653,1554,16,1,0.06
4654,1554,74,4,0.1
4655,1554,82,5,0.14
4656,1555,76,5,0.16
4657,1556,86,4,0.09
4658,1556,96,2,0.09
4659,1556,2,3,0.19
4660,1557,8,5,0.05
4661,1557,44,2,0.01
4662,1558,55,4,0.18
4663,1558,14,5,0.28
4664,1558,72,5,0.12
4665,1558,73,5,0.28
4666,1559,84,3,0.12
4667,1560,1,1,0.14
4668,1560,47,2,0.19
4669,1561,58,5,0.12
4670,1562,68,4,0.17
4671,1563,20,3,0.25
4672,1563,1,3,0.07
4673,1563,40,4,0.08
4674,1563,91,2,0.1
4675,1564,85,2,0.14
4676,1565,41,4,0.03
4677,1565,7,4,0.15
4678,1565,26,2,0.02
4679,1565,45,1,0.07
4680,1565,12,5,0.23
4681,1566,6,2,0.21
4682,1566,80,5,0.18
4683,1567,76,2,0.15
4684,1568,27,4,0.01
4685,1568,39,2,0.24
4686,1569,36,4,0.09
4687,1569,78,1,0.23
4688,1569,64,4,0.01
4689,1570,54,2,0.23
4690,1570,41,1,0.28
4691,1570,1,4,0.12
4692,1570,10,5,0.02
4693,1570,61,1,0.29
4694,1571,100,3,0.03
4695,1571,89,2,0.29
4696,1571,22,5,0.18
4697,1571,11,3,0.11
4698,1571,25,3,0.01
4699,1572,72,3,0.15
4700,1573,45,5,0.22
4701,1573,94,1,0.1
4702,1573,58,3,0.08
4703,1574,51,3,0.07
4704,1574,86,1,0.28
4705,1574,7,4,0.25
4706,1574,1,1,0.09
4707,1574,76,2,0.27
4708,1575,92,3,0.1
4709,1576,16,5,0.08
4710,1576,3,2,0.18
4711,1576,92,5,0.04
4712,1577,70,1,0.2
4713,1578,49,4,0.23
4714,1578,99,1,0.07
4715,1578,48,5,0.17
4716,1578,88,3,0.19
4717,1578,89,1,0.2
4718,1579,70,1,0.05
4719,1579,42,2,0.18
4720,1579,44,1,0.29
4721,1579,49,3,0.21
4722,1579,91,5,0.06
4723,1580,93,2,0.1
4724,1580,54,2,0.06
4725,1581,78,4,0.09
4726,1581,3,5,0.27
4727,1582,98,4,0.15
4728,1583,93,5,0.17
4729,1583,6,5,0.05
4730,1583,87,1,0.18
4731,1583,79,1,0.16
4732,1583,93,3,0.26
4733,1584,12,2,0.2
4734,1585,50,4,0.03
4735,1585,43,5,0.08
4736,1586,72,1,0.1
4737,1586,52,2,0.06
4738,1586,16,1,0.18
4739,1587,5,3,0.3
4740,1587,88,2,0.04
4741,1587,41,2,0.18
4742,1587,61,1,0.14
4743,1588,47,3,0.09
4744,1588,93,1,0.26
4745,1588,87,2,0.28
4746,1589,11,4,0.23
4747,1589,38,4,0.22
4748,1590,74,3,0.22
4749,1590,74,3,0.13
4750,1590,63,4,0.3
4751,1590,17,4,0.05
4752,1590,42,5,0.11
4753,1591,47,2,0.29
4754,1592,96,4,0.02
4755,1592,69,3,0
4756,1593,63,5,0.27
4757,1593,1,2,0.27
4758,1593,67,4,0.01
4759,1594,51,2,0.01
4760,1595,31,4,0.25
4761,1595,48,1,0.04
4762,1595,68,1,0.19
4763,1595,55,3,0.25
4764,1596,70,5,0.04
4765,1596,28,5,0.01
4766,1596,16,2,0.02
4767,1596,95,2,0.19
4768,1596,19,3,0.04
4769,1597,34,3,0.05
4770,1597,26,4,0.23
4771,1597,73,4,0.21
4772,1597,47,2,0.26
4773,1597,74,2,0.29
4774,1598,7,5,0.21
4775,1599,6,2,0.26
4776,1599,60,3,0.28
4777,1599,64,3,0.2
4778,1599,33,3,0.29
4779,1600,18,1,0.1
4780,1600,96,5,0.29
4781,1600,37,3,0.28
4782,1600,29,5,0.03
4783,1600,72,1,0.19
4784,1601,92,5,0.18
4785,1602,81,3,0.16
4786,1602,37,3,0.23
4787,1602,51,4,0.05
4788,1603,77,3,0.04
4789,1603,64,5,0.15
4790,1604,90,4,0.11
4791,1604,31,4,0.03
4792,1604,54,2,0.09
4793,1605,4,4,0
4794,1605,58,2,0.23
4795,1605,52,1,0.04
4796,1605,46,1,0.11
4797,1606,4,1,0.11
4798,1606,26,1,0.02
4799,1606,30,1,0.13
4800,1607,41,4,0.02
4801,1608,57,5,0.02
4802,1608,17,2,0.08
4803,1608,10,2,0.07
4804,1608,42,3,0.13
4805,1608,34,1,0.21
4806,1609,94,3,0.06
4807,1609,88,3,0.21
4808,1609,60,5,0.02
